Time,X-Gyro,Y-Gyro,Z-Gyro,X-Accel,Y-Accel,Z-Accel
40.671,5712.00,23476.00,6832.00,32767.00,-17550.00,17345.00
40.775,12884.00,26128.00,-18300.00,32767.00,-7102.00,32767.00
40.878,9636.00,4460.00,-17188.00,-5115.00,29937.00,22432.00
40.982,1520.00,-2584.00,2920.00,14125.00,32767.00,3615.00
41.086,6912.00,7324.00,13952.00,14055.00,31522.00,-7979.00
41.189,7300.00,10684.00,17800.00,7782.00,13269.00,-4201.00
41.293,8392.00,9228.00,15588.00,-1421.00,-28.00,-3196.00
41.396,9564.00,6776.00,14324.00,-4253.00,-3240.00,-731.00
41.500,9760.00,12556.00,21680.00,-11912.00,-10815.00,2515.00
41.604,104.00,4312.00,15072.00,-7622.00,-32768.00,18138.00
41.708,-8672.00,-2500.00,-10092.00,-17910.00,-32768.00,4937.00
41.812,5860.00,11220.00,-25148.00,-19532.00,-22050.00,-11516.00
41.915,8748.00,17616.00,-18696.00,-9800.00,-1529.00,-6047.00
42.019,8144.00,13496.00,-11408.00,-3304.00,7746.00,3534.00
42.122,6720.00,14056.00,-8280.00,-7473.00,-3896.00,6199.00
42.226,4252.00,10472.00,-23228.00,-21911.00,3261.00,15033.00
42.330,5948.00,8252.00,-26340.00,-15967.00,32767.00,21907.00
42.434,-18796.00,15908.00,-4924.00,32767.00,32767.00,-3232.00
42.537,-528.00,5800.00,15212.00,28450.00,17220.00,-5804.00
42.640,1556.00,20660.00,20344.00,9673.00,-4184.00,2709.00
42.744,2708.00,15160.00,10672.00,-586.00,-14848.00,2453.00
42.848,2352.00,18824.00,20748.00,-17089.00,-32768.00,5493.00
42.951,-512.00,12504.00,-9100.00,-18533.00,-32768.00,-8571.00
43.055,11132.00,9456.00,-24476.00,-3522.00,217.00,-624.00
43.158,11340.00,12452.00,-2440.00,-753.00,13705.00,485.00
43.262,9064.00,10536.00,5464.00,4847.00,9869.00,-3032.00
43.365,9024.00,14832.00,6516.00,1329.00,3761.00,-6778.00
43.469,8796.00,17660.00,2248.00,-801.00,4203.00,-6183.00
43.573,6992.00,24344.00,16796.00,-32768.00,724.00,-1915.00
43.677,3088.00,12064.00,1540.00,-32768.00,-32768.00,26098.00
43.781,7932.00,-10372.00,-10280.00,-13485.00,-16460.00,26035.00
43.884,11120.00,-10456.00,-9660.00,3372.00,12653.00,-194.00
43.988,4732.00,-6032.00,-972.00,20064.00,32767.00,-11543.00
44.092,-7844.00,8940.00,12864.00,27105.00,32767.00,-18510.00
44.196,-3464.00,5480.00,19844.00,12989.00,17661.00,-10630.00
44.299,-6112.00,8176.00,20904.00,972.00,-2221.00,2926.00
44.403,-4180.00,2956.00,14316.00,-1731.00,-1149.00,402.00
44.506,-4512.00,2968.00,14904.00,-1419.00,2634.00,-2604.00
44.610,-5576.00,2796.00,16988.00,550.00,-1490.00,-3412.00
44.713,-6828.00,-680.00,17248.00,690.00,-2831.00,-11993.00
44.817,-3392.00,12232.00,14700.00,-2580.00,-1228.00,-9248.00
44.920,-2756.00,22268.00,14632.00,-1300.00,-4855.00,27065.00
45.024,-9392.00,7512.00,15812.00,-18050.00,-2018.00,32767.00
45.128,-11492.00,-7484.00,20580.00,-6972.00,-150.00,4967.00
45.232,-11048.00,-7764.00,18072.00,-12021.00,-222.00,-27960.00
45.335,-6216.00,13020.00,10588.00,5299.00,2088.00,-31691.00
45.439,260.00,14724.00,16740.00,3470.00,-128.00,-6238.00
45.544,-2020.00,4188.00,14588.00,593.00,154.00,3457.00
45.644,-4308.00,460.00,15932.00,2445.00,3331.00,1828.00
45.750,-2868.00,8416.00,20160.00,-6.00,3524.00,1055.00
45.853,-7888.00,9204.00,29936.00,-12780.00,-32768.00,1909.00
45.957,324.00,3128.00,-2212.00,-15538.00,-32768.00,7942.00
46.060,11776.00,-11812.00,-19524.00,-4032.00,-4502.00,5358.00
46.164,6800.00,-8188.00,-8004.00,15551.00,32767.00,-7438.00
46.268,-22724.00,8176.00,16056.00,13814.00,32767.00,-15504.00
46.371,-12876.00,10188.00,25868.00,4463.00,21047.00,-6807.00
46.475,-9976.00,5408.00,18868.00,3674.00,-14544.00,2136.00
46.578,-4396.00,1564.00,11132.00,670.00,-5054.00,2311.00
46.682,-4912.00,5388.00,15660.00,2037.00,-215.00,-223.00
46.786,-7180.00,3064.00,19208.00,4529.00,-5448.00,-207.00
46.890,-3696.00,5576.00,13272.00,-7270.00,-7100.00,-15728.00
46.993,3252.00,29964.00,11972.00,-7858.00,-505.00,4641.00
47.097,-8372.00,16652.00,12484.00,-4330.00,1959.00,32767.00
47.201,-10584.00,-15684.00,24484.00,-1094.00,3106.00,9167.00
47.304,-11860.00,-12440.00,15292.00,-1166.00,-1276.00,-28482.00
47.408,-6236.00,17540.00,16516.00,3004.00,-2705.00,-30653.00
47.512,2176.00,27260.00,11064.00,5079.00,-5309.00,13783.00
47.615,-11552.00,-9204.00,14584.00,7540.00,9334.00,26370.00
47.719,-8708.00,-10600.00,24936.00,4991.00,1151.00,288.00
47.823,-1452.00,11044.00,14516.00,-4016.00,2562.00,-6843.00
47.926,-1368.00,10952.00,16888.00,-2574.00,491.00,-961.00
48.030,-2340.00,6160.00,14368.00,-1111.00,-563.00,585.00
48.134,-1836.00,6428.00,14784.00,-139.00,2.00,-485.00
48.235,-2304.00,7216.00,15816.00,-345.00,348.00,-233.00
48.340,-1928.00,6612.00,15364.00,-473.00,-1653.00,507.00
48.443,-1272.00,6636.00,14284.00,-700.00,-878.00,-264.00
48.548,-1464.00,6824.00,15440.00,-23.00,1752.00,-78.00
48.651,-1900.00,7184.00,16488.00,-339.00,762.00,-64.00
48.752,-1648.00,6664.00,15672.00,-625.00,-586.00,223.00
48.858,-1228.00,6712.00,14724.00,-14.00,547.00,351.00
48.959,-2196.00,7488.00,17672.00,-823.00,487.00,1027.00
49.064,-6180.00,11160.00,31828.00,-18738.00,-32768.00,1574.00
49.168,6192.00,4268.00,-9000.00,-14751.00,-32768.00,6199.00
49.272,10592.00,-5044.00,-9740.00,2505.00,22498.00,-2058.00
49.375,-17128.00,5272.00,24824.00,13958.00,32767.00,-11323.00
49.479,-10888.00,17056.00,32767.00,-9608.00,-6838.00,6063.00
49.583,-8268.00,-3160.00,14372.00,-10343.00,-32768.00,1491.00
49.686,12176.00,388.00,-17156.00,-5511.00,-1239.00,655.00
49.790,-5000.00,1528.00,-5940.00,15441.00,32767.00,-8190.00
49.893,-8960.00,5868.00,31372.00,11563.00,8577.00,-149.00
49.997,-9116.00,4876.00,27600.00,15253.00,-16670.00,6094.00
50.101,-480.00,10168.00,13600.00,-2235.00,-17240.00,-3980.00
50.205,4532.00,24832.00,1160.00,-13744.00,9152.00,25811.00
50.308,-6568.00,-2064.00,9348.00,-19062.00,18301.00,32767.00
50.412,-12772.00,-21692.00,24836.00,-1718.00,2555.00,-5222.00
50.516,-9796.00,2464.00,14376.00,2981.00,1562.00,-32768.00
50.620,5308.00,32767.00,6700.00,1510.00,-14929.00,-23662.00
50.723,1788.00,19944.00,7344.00,3656.00,4389.00,26118.00
50.827,-12528.00,-10684.00,15940.00,-8468.00,13934.00,27231.00
50.929,-7244.00,-8996.00,19564.00,202.00,959.00,-576.00
51.033,-2812.00,5428.00,17396.00,4257.00,2048.00,-10554.00
51.137,-64.00,13624.00,17696.00,-334.00,5508.00,-5256.00
51.238,-2692.00,5844.00,12892.00,368.00,4911.00,2069.00
51.343,-5676.00,4060.00,17472.00,2835.00,6260.00,861.00
51.449,-14972.00,4964.00,32767.00,-14718.00,-31405.00,-3509.00
51.552,-8924.00,6484.00,3492.00,-17976.00,-32768.00,5730.00
51.656,10220.00,-4428.00,-12116.00,-6145.00,-6452.00,4200.00
51.759,5536.00,-4824.00,-7332.00,16378.00,32767.00,-6135.00
51.863,-18392.00,3688.00,26612.00,13996.00,32767.00,-12576.00
51.967,-20144.00,4544.00,32767.00,-15193.00,17984.00,-3693.00
52.070,-10964.00,6520.00,16696.00,-2022.00,-20928.00,4419.00
52.174,-3068.00,2436.00,2880.00,2316.00,-13525.00,2075.00
52.278,-2776.00,3752.00,13928.00,239.00,2207.00,-1716.00
52.381,-4688.00,6040.00,18556.00,-1920.00,330.00,-709.00
52.484,-4320.00,3716.00,16052.00,-1130.00,-2361.00,628.00
52.587,-3664.00,3424.00,15612.00,-472.00,502.00,-363.00
52.692,-3788.00,4756.00,16340.00,294.00,390.00,316.00
52.795,-3504.00,4448.00,15048.00,-307.00,453.00,280.00
52.899,-3480.00,4400.00,15748.00,-152.00,516.00,-41.00
53.000,-3448.00,4652.00,15552.00,-286.00,301.00,-126.00
53.105,-3736.00,4580.00,16564.00,-268.00,-43.00,132.00
53.208,-3544.00,4512.00,19556.00,2787.00,-2411.00,3803.00
53.313,-3192.00,6812.00,24408.00,20233.00,-20395.00,10040.00
53.416,4512.00,14576.00,4716.00,32767.00,-26815.00,18601.00
53.520,6948.00,6092.00,-3016.00,32767.00,-24430.00,15240.00
53.623,7132.00,2580.00,-13936.00,29517.00,-16697.00,5023.00
53.727,7976.00,3800.00,-17120.00,5174.00,-5438.00,5069.00
53.831,6788.00,1688.00,-15540.00,2137.00,-700.00,4365.00
53.933,6624.00,1276.00,-15288.00,-859.00,660.00,1085.00
54.039,6752.00,784.00,-15196.00,196.00,-328.00,-375.00
54.141,6660.00,976.00,-15636.00,-1756.00,1142.00,-235.00
54.245,7280.00,1224.00,-15640.00,-24.00,110.00,-518.00
54.349,6720.00,1260.00,-15572.00,-1195.00,287.00,50.00
54.452,6292.00,1236.00,-16080.00,732.00,780.00,-878.00
54.555,7052.00,1120.00,-14936.00,-1085.00,1072.00,-152.00
54.659,7156.00,1636.00,-15272.00,-317.00,298.00,438.00
54.763,6868.00,1004.00,-15244.00,-42.00,436.00,336.00
54.865,8052.00,1308.00,-19580.00,1365.00,3721.00,1350.00
54.969,7632.00,124.00,-23876.00,18545.00,28444.00,-630.00
55.072,5952.00,456.00,-3292.00,18133.00,32767.00,-8739.00
55.176,12636.00,540.00,4616.00,14299.00,26385.00,-6972.00
55.280,11668.00,2140.00,11068.00,7053.00,15174.00,-3062.00
55.384,11524.00,1860.00,8740.00,3965.00,8204.00,-1700.00
55.488,12296.00,2612.00,11100.00,595.00,1705.00,-82.00
55.592,12968.00,1640.00,10192.00,-1420.00,965.00,-2.00
55.694,13228.00,1144.00,10860.00,-1720.00,916.00,-757.00
55.798,12792.00,760.00,10244.00,-246.00,66.00,133.00
55.902,12916.00,564.00,10748.00,128.00,-239.00,291.00
56.005,13348.00,1016.00,11744.00,-426.00,3.00,667.00
56.108,13268.00,1572.00,11220.00,-702.00,-430.00,64.00
56.211,13680.00,884.00,10400.00,-929.00,-182.00,-196.00
56.316,13064.00,300.00,10880.00,-285.00,641.00,-597.00
56.419,13084.00,1028.00,11304.00,-232.00,635.00,256.00
56.522,13356.00,2244.00,12524.00,-2090.00,-1387.00,868.00
56.624,13936.00,580.00,8924.00,-788.00,-1190.00,2552.00
56.729,15196.00,2140.00,11716.00,-5379.00,-6164.00,4738.00
56.833,10932.00,-1128.00,13268.00,-15796.00,-19648.00,-560.00
56.936,11032.00,648.00,-292.00,-11568.00,-32768.00,-1602.00
57.040,5360.00,788.00,-8756.00,-14726.00,-32768.00,-493.00
57.143,6296.00,2248.00,-24136.00,-9099.00,-29098.00,431.00
57.247,2148.00,1284.00,-21436.00,-4118.00,-8086.00,2050.00
57.350,2896.00,1904.00,-18980.00,2040.00,2666.00,36.00
57.454,4404.00,2400.00,-14260.00,1725.00,4639.00,-805.00
57.557,5316.00,2664.00,-15048.00,-196.00,133.00,-40.00
57.661,4612.00,1800.00,-16004.00,-11.00,-100.00,554.00
57.764,4872.00,1568.00,-16032.00,143.00,1235.00,83.00
57.867,4916.00,1592.00,-15236.00,32.00,586.00,-43.00
57.971,4952.00,1392.00,-16448.00,128.00,217.00,79.00
58.075,5048.00,1192.00,-15320.00,41.00,1043.00,-302.00
58.176,5436.00,1860.00,-15648.00,-607.00,448.00,-241.00
58.282,5180.00,1624.00,-16092.00,-246.00,549.00,185.00
58.385,5100.00,1644.00,-15472.00,-186.00,592.00,-28.00
58.488,5268.00,1764.00,-16008.00,-61.00,520.00,98.00
58.591,5356.00,2072.00,-15400.00,-1790.00,191.00,73.00
58.695,5112.00,1368.00,-16464.00,231.00,148.00,-138.00
58.798,5068.00,1512.00,-15532.00,3.00,347.00,-67.00
58.902,5380.00,1908.00,-15584.00,149.00,-65.00,64.00
59.005,5300.00,1440.00,-15752.00,-264.00,464.00,10.00
59.107,5084.00,1632.00,-15744.00,-573.00,425.00,-199.00
59.211,5168.00,1568.00,-16384.00,-222.00,-41.00,36.00
59.314,5148.00,1772.00,-15676.00,-210.00,492.00,-217.00
59.419,5344.00,2104.00,-15332.00,-2261.00,427.00,-116.00
59.521,5128.00,2096.00,-15936.00,-4547.00,221.00,-82.00
59.626,5584.00,4872.00,-12896.00,-15679.00,2691.00,-3010.00
59.730,7620.00,11408.00,-16340.00,-32768.00,9168.00,-2044.00
59.833,6396.00,11500.00,-8536.00,-32768.00,22907.00,695.00
59.937,7888.00,11892.00,4892.00,-32768.00,12578.00,-3995.00
60.040,5240.00,4364.00,11208.00,-21150.00,19613.00,-2395.00
